Date,,Race,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,Win,
13/07/12,Maryborough,4,21,34,19,10,31,6,1.8,3,,,,,,6,
13/07/12,Maryborough,7,31,26,12,15,8,2.8,2.1,21,19,51,,,,5,
13/07/12,Gloucester Pk,6,41,51,41,51,7,8,8,10,13,15,6,3.5,,12,
19/07/12,Charlton,5,4.5,16,16,34,4,25,5,34,14,8.5,3.5,,,1,
19/07/12,Kilmore,4,5,51,999,51,4.5,6,7.5,12,6.5,9,7.5,8.5,,6,
19/07/12,Kilmore,5,25,21,7.5,26,51,10,8.5,16,14,6.5,5.5,2.4,,10,
26/07/12,Nyah,7,3.2,26,25,26,3.5,9,26,11,15,11,3.7,,,1,
20/08/12,Cobram,6,7,2.5,16,8.5,21,34,8.5,26,5,51,8.5,25,,11,
20/08/12,Cobram,7,9,6,16,9,26,4.5,6,14,21,7,999,4.5,,3,
10/08/12,Mildura,4,2.2,26,6,8,25,34,4,31,10,12,21,,,1,
10/08/12,Mildura,5,17,5,6,7,21,10,25,15,5.5,12,4,,,9,
10/08/12,Mildura,6,15,3.7,6,31,8,12,10,34,5,25,4,,,3,
15/08/12,Maryborough,4,25,6,26,16,26,11,11,34,8,5,4,4.5,,11,
15/08/12,Terang,4,8,2.5,26,8,9,11,34,11,13,4.5,,,,8,
15/08/12,Terang,5,34,9,11,999,26,3.5,6,9,9,11,3.5,,,2,
15/08/12,Terang,6,9,6,8,7,51,6,9,4,21,6,,,,3,
21/08/12,Bendigo,6,13,13,25,13,21,34,3,11,26,9,6,4,,7,
22/08/12,Geelong,4,21,7,15,25,5,17,12,4,34,3,10,,,8,
22/08/12,Hamilton,7,10,34,1.9,999,17,12,999,26,6,4,15,,,3,
23/08/12,Kilmore,5,34,2.8,9,13,999,4,26,6,21,11,13,25,,6,
23/08/12,Nyah,5,13,8,15,34,2.3,6.5,21,51,5.5,5.5,,,,5,
24/08/12,Melton,4,10,13,10,10,3.4,26,11,10,4.5,15,6,,,9,
24/08/12,Newcastle,5,12,17,2.8,6.5,17,2.5,26,17,15,34,,,,4,
24/08/12,Newcastle,6,7,17,8,21,51,34,5,3,13,6,11,,,11,
24/08/12,Newcastle,7,6,9,34,3.5,5,6,5,21,,,,,,6,
25/08/12,Ballarat,4,12,999,15,4.5,1.9,10,3.5,34,,,,,,5,
25/08/12,Ballarat,5,8,999,34,3,5,26,31,12,10,21,4,15,,1,
25/08/12,Menangle,5,34,17,3.8,17,12,3.5,4.3,34,21,12,21,51,,3,
25/08/12,Menangle,7,51,17,11,13,11,2.8,17,13,13,4,999,999,,6,
25/08/12,Globe Derby,5,4.5,5.5,4.5,11,4.5,21,15,9,21,41,,,,3,
25/08/12,Albion Park,5,21,9,17,3,7,11,9,4.5,5,,,,,7,
15/05/12,Echuca,5,67,25,51,21,10,2.2,5,8,12,41,4,,,6,
17/05/12,Melton,4,1.8,41,26,3,11,11,26,11,21,41,,,,1,
26/08/12,Shepparton,5,4,4.5,12,15,8,17,21,6,7,10,26,,,6,
7/05/12,Maryborough,4,4,3.2,8.5,34,999,12,12,26,6.5,21,51,5.5,,12,
31/05/12,Melton,4,41,26,8,6.5,4,5.5,41,26,2,,,,,4,
31/05/12,Melton,5,2.2,26,4.2,26,34,999,7,8,11,26,26,11,34,3,
31/05/12,Melton,6,17,51,7,9,4.5,41,7,25,13,9,15,3,34,5,
31/05/12,Shepparton,4,3.5,51,4,4.7,51,5.5,51,5.5,8.5,26,,,,1,
31/05/12,Shepparton,5,25,10,51,16,7,5,16,999,6.5,12,8.5,2.9,,2,
31/05/12,Shepparton,7,12,16,6,51,6,7,25,11,4.7,8.5,5,11,,10,
6/06/12,Maryborough,4,2.7,51,34,51,6,999,26,3,14,7,21,8.5,,8,
6/06/12,Echuca,6,7,2.2,51,2.7,6,21,67,15,34,,,,,5,
27/08/12,Charlton,7,5,7,34,10,10,12,4,9,8.5,5,,,,1,
7/06/12,Melton,5,3.2,4.5,26,999,41,5,26,10,26,10,41,21,11,6,
7/06/12,Terang,4,1.6,999,16,34,2,16,51,34,51,,,,,4,
8/06/12,Melton,5,25,5.5,9,5.5,41,13,41,10,3.7,21,17,9,11,4,
8/06/12,Yarra Glen,5,5,6,11,26,34,67,8,1.9,15,31,,,,8,
8/06/12,Yarra Glen,6,3,19,17,5,25,21,12,16,15,51,7,4,,12,
8/06/12,Gloucester Pk,4,12,4.3,4,21,34,15,8.5,4.8,26,16,21,,,8,
8/06/12,Gloucester Pk,5,11,2.8,3.5,7.5,51,34,51,15,16,12,8,,,2,
8/06/12,Gloucester Pk,6,51,17,41,17,21,4.5,26,17,17,11,3,4,,11,
8/06/12,Gloucester Pk,7,21,4.8,8,4.3,12,16,10,13,3.8,41,34,51,,2,
12/07/12,Mildura,5,8,9,8,2.6,8,2.7,26,26,41,26,999,,,6,
12/07/12,Mildura,7,26,26,41,10,2.3,2.3,10,16,9,999,51,,,6,
21/06/12,Melton,5,26,26,6,4.2,10,21,999,3.5,41,3.7,13,41,67,3,
21/06/12,Melton,7,15,1.9,34,8,13,13,17,26,17,999,5,51,26,2,
20/06/12,Horsham,6,26,15,19,31,25,5,6,21,7,4.5,17,3.5,,6,
20/06/12,Echuca,4,7,12,25,10,2,6,17,9,31,15,26,,,1,
20/06/12,Echuca,5,2.7,19,17,26,6,999,3.5,4.5,999,21,15,,,1,
28/08/12,Cranbourne,5,3,5,15,10,6,12,25,26,8,7,26,,,1,
29/08/12,Stawell,6,999,12,34,10,8,2.5,999,26,6,3,31,,,10,
29/08/12,Mildura,4,10,3.5,12,3,34,17,15,6,8,21,999,,,4,
29/08/12,Mildura,5,6,999,15,26,1.6,4,41,51,21,12,999,,,10,
29/08/12,Mildura,6,31,4,15,2.7,12,6,10,5.5,21,34,999,,,4,
30/08/12,Maryborough,4,6,6,16,6,13,11,21,25,26,2.8,8,,,11,
30/08/12,Maryborough,5,13,9,5,7,26,26,7,13,9,999,4,8,,4,
30/08/12,Maryborough,6,3,6,21,9,8,13,11,4.5,16,999,26,34,,1,
30/08/12,Maryborough,7,34,7,4.5,4.5,11,17,999,999,5,11,34,11,,9,
30/08/12,Echuca,7,5.5,6,6,7,15,41,4.5,13,6,8,25,,,9,
17/07/12,Ballarat,7,1.9,51,41,26,999,11,10,7,15,21,6,,,1,
14/08/12,Shepparton,4,999,19,41,15,12,5,4,10,7,3,51,,,10,
14/08/12,Shepparton,6,6,10,17,3.5,8,26,21,12,5,7,999,26,,4,
14/08/12,Shepparton,7,7,2.7,21,6,26,34,8,25,31,5,10,15,,2,
16/08/12,Ballarat,7,5.5,41,3.5,999,999,4.2,51,13,26,10,3.7,6,,6,
31/08/12,Melton,5,15,3,34,3.2,999,13,11,9,10,15,51,13,21,6,
31/08/12,Melton,6,21,100,15,6,13,26,9,25,13,3.7,10,4,13,10,
31/08/12,Melton,7,25,10,100,5.5,41,13,10,13,9,10,15,2.5,15,7,
31/08/12,Newcastle,5,21,4.8,13,26,34,10,13,4.8,2,,,,,9,
1/09/12,Geelong,6,4,12,7,999,10,2,17,8,26,,,,,1,
1/09/12,Menangle,4,5,5,8,4.5,6,13,5,17,,,,,,6,
1/09/12,Menangle,5,10,12,5,5,4,5,17,6.5,17,,,,,6,
1/09/12,Menangle,7,26,8,5,4.5,6,11,7,7,16,8,,,,10,
1/09/12,Globe Derby,4,11,17,11,26,26,1.5,51,21,17,26,13,,,2,
1/09/12,Globe Derby,6,10,2.5,7.5,15,10,3.5,26,8.5,26,,,,,3,
1/09/12,Albion Park,4,12,21,21,4.3,8.5,7.5,15,3.8,10,17,21,12,,7,
1/09/12,Albion Park,5,3.8,5.5,5.5,4.3,26,17,12,6.5,21,17,,,,1,
1/09/12,Albion Park,6,17,17,2.5,9,4,9,17,,,,,,,5,
3/09/12,Yarra Glen,4,1.9,12,7,15,21,34,2.5,,,,,,,4,
4/09/12,Terang,7,8,31,21,26,10,12,15,34,1.9,4,,,,10,
5/09/12,Shepparton,7,34,31,26,3,999,3.7,6,15,8,12,10,21,,8,
7/09/12,Mildura,5,3.5,21,12,15,4,17,26,19,7,3.7,,,,10,
7/09/12,Gloucester Pk,7,2.5,26,8,999,67,26,7,4.5,13,34,5,,,8,
7/09/12,Melton,4,7,26,11,26,7,3,3.2,4.5,,,,,,6,
7/09/12,Melton,6,3.6,15,8,4.2,41,13,31,4.5,15,999,21,17,999,11,
8/09/12,Cranbourne,6,4,10,6,2,31,34,41,12,8,,,,,3,
8/09/12,Globe Derby,5,2.5,6,7,13,21,34,13,3.5,13,,,,,2,
8/09/12,Globe Derby,7,13,6,5,4,11,21,6,3.5,34,,,,,4,
9/09/12,Ballarat,4,5,21,26,10,31,1.4,15,12,34,,,,,9,
10/09/12,Maryborough,6,999,12,41,26,10,34,15,31,21,7,2.5,2.7,,11,
11/09/12,Ararat,4,21,34,8,12,1.4,5,10,,,,,,,3,
11/09/12,Ararat,5,21,15,8,2.5,12,26,25,31,34,3.2,6,,,10,
12/09/12,Shepparton,7,25,17,7,26,3.2,21,6,12,15,10,4,34,,7,
13/09/12,Nyah,4,41,3.5,5,4.5,51,7,11,15,4.2,26,999,,,6,
13/09/12,Nyah,6,3.7,4.2,4.2,17,5,26,4.5,67,999,26,999,,,5,
13/09/12,Nyah,7,3.5,41,4,26,21,5.5,10,5,7,21,,,,7,
15/09/12,Ballarat,5,1.6,21,10,41,51,34,7,31,5,26,15,999,,1,
15/09/12,Ballarat,7,5.5,2.8,999,8,21,3.5,26,15,10,12,,,,1,
15/09/12,Globe Derby,4,4.5,26,8,26,26,51,3.3,34,41,2.9,,,,10,
15/09/12,Globe Derby,6,4,4,6,9,34,8,9,5,,,,,,2,
15/09/12,Globe Derby,7,1.7,4,4.5,17,26,21,17,,,,,,,1,
17/09/12,Maryborough,4,34,51,1.9,8.5,7.5,51,6.5,26,3,,,,,9,
17/09/12,Maryborough,7,3.3,7,16,10,7.5,5,8.5,14,8.5,6,34,,,10,
18/09/12,Terang,6,12,19,26,8,6,21,3.5,15,17,41,2.8,25,,7,
18/09/12,Terang,7,12,21,34,6,2,26,25,51,3.5,15,31,41,,10,
19/09/12,Bendigo,4,2.1,10,41,21,3,999,12,26,8,15,31,999,,1,
19/09/12,Bendigo,6,19,21,1.5,10,6,34,31,15,41,26,12,999,,8,
19/09/12,Bendigo,7,17,19,4.5,7,4,21,999,15,5,34,10,6.5,,9,
20/09/12,Cranbourne,7,11,67,999,5,67,15,9,3.7,3.7,3.7,,,,9,
21/09/12,Mildura,7,8,41,1.6,21,10,34,12,999,15,31,6,,,3,
22/09/12,Shepparton,4,26,15,10,1.8,6,4,12,34,,,,,,5,
22/09/12,Shepparton,5,15,34,31,21,12,4,6,7,3.5,5,,,,1,
22/09/12,Globe Derby,4,12,21,21,2.5,17,21,12,2.5,6.5,21,,,,8,
22/09/12,Globe Derby,5,8,2.3,17,6,16,34,9,3.5,,,,,,2,
24/09/12,Horsham,4,3.8,26,51,14,12,25,5.5,5.5,11,7.5,14,5,,1,
25/09/12,Kilmore,4,4.5,999,41,2.8,26,12,3.7,15,31,34,5.5,999,,11,
25/09/12,Kilmore,7,17,31,15,26,5.5,999,6.5,10,7,3.7,21,4.5,,10,
26/09/12,Bendigo,6,7,26,12,15,31,2,34,17,21,25,10,5,,1,
27/09/12,Ballarat,5,21,17,1.8,34,13,34,7.5,26,3,,,,,3,
27/09/12,Ballarat,7,8,26,11,34,41,1.6,41,11,4.2,,,,,6,
28/09/12,Gloucester Pk,6,17,15,15,1.8,15,26,17,15,6.5,12,15,12,,4,
29/09/12,Mildura,4,10,4,3,5,2.8,15,,,,,,,,1,
29/09/12,Mildura,6,21,31,1.8,3,10,15,7,34,,,,,,1,
29/09/12,Globe Derby,6,9,7,6,1.8,999,5,21,,,,,,,1,
29/09/12,Globe Derby,7,3,8.5,2.3,34,10,999,21,12,,,,,,3,
1/10/12,Yarra Glen,6,2.2,8.5,2.5,21,26,101,5.5,16,34,,,,,4,
2/10/12,Bendigo,6,15,7,3.5,6,10,2.7,41,999,12,31,21,999,,9,
3/10/12,Terang,5,3,4.5,12,10,26,34,21,2.7,31,15,,,,8,
4/10/12,Echuca,5,8,15,7,13,21,21,26,3.5,4.5,3.7,99,,,6,
5/10/12,Newcastle,4,7.5,5.5,2.3,6.5,21,6.5,21,6.5,12,,,,,3,
5/10/12,Newcastle,7,3.8,3.8,12,8,16,21,2.9,21,,,,,,3,
5/10/12,Gloucester Pk,6,26,12,7.5,7.5,21,15,26,7.5,6.5,1.8,10,,,4,
6/10/12,Geelong,4,5,6,8,21,4,10,26,2.8,,,,,,3,
6/10/12,Geelong,6,3.5,34,10,21,5,31,7,15,2.5,,,,,8,
6/10/12,Geelong,7,12,21,10,34,8,2.8,41,31,26,3.5,6,,,11,
6/10/12,Globe Derby,4,5,4,5,4,13,7,11,6,,,,,,1,
6/10/12,Globe Derby,6,13,5,9,1.8,13,17,7.5,34,11,,,,,4,
6/10/12,Globe Derby,7,21,16,4.5,15,21,1.4,21,15,,,,,,3,
9/10/12,Mildura,7,3.7,3.2,26,10,31,34,999,12,21,2.5,,,,1,
10/10/12,Cranbourne,6,6,7,4.5,3.5,21,34,999,31,3,26,,,,9,
11/10/12,Shepparton,5,2,26,21,41,10,26,51,3.7,21,7,15,,,8,
12/10/12,Bathurst,5,26,12,4.8,4.3,5.5,10,3.8,4,,,,,,5,
12/10/12,Gloucester Pk,7,7,5.5,21,17,5.5,11,5,5,5,,,,,7,
13/10/12,Bendigo,7,34,31,15,7,2.2,26,11,9,4.5,12,21,,,5,
13/10/12,Globe Derby,4,3.8,21,3.8,5.5,7.5,26,21,6.5,7.5,26,,,,3,
13/10/12,Globe Derby,5,13,17,2.3,4,3,34,9,21,,,,,,5,
13/10/12,Globe Derby,6,31,8,2.1,8.5,4.3,31,13,8,,,,,,3,
13/10/12,Gold Coast,6,26,6,3,7,11,26,21,26,9,5,11,,,3,
14/10/12,Ararat,5,4.5,6,7,999,10,1.9,31,15,26,,,,,6,
14/10/12,Ararat,6,1.9,4,17,15,26,21,34,12,6,41,,,,4,
14/10/12,Ararat,7,3.5,21,31,12,26,10,34,5,8,2.7,,,,9,
16/10/12,Ballarat,5,31,15,34,26,25,12,3.5,21,10,6,7,3.2,,7,
17/10/12,Shepparton,4,1.9,34,999,10,8,26,12,4,67,31,15,51,,1,
18/10/12,Kilmore,5,3.5,51,4,7,9,13,6,21,13,10,25,26,,3,
14/11/12,Mildura,7,2.8,21,21,34,34,7,3.8,13,7,6,,,,1,
17/11/12,Globe Derby,5,12,3,999,5,2.5,21,21,26,34,9,13,,,5,
16/11/12,Newcastle,5,15,5.5,5.5,17,9,21,2.3,26,9,9,41,,,10,
16/11/12,Newcastle,7,1.7,7,21,21,21,31,13,26,26,13,4,,,10,
19/11/12,Stawell,5,4.5,21,14,4,5,21,6.5,7.5,14,7.5,25,,,4,
19/11/12,Stawell,6,34,2.5,8.5,101,2.2,5,12,26,,,,,,2,
21/11/12,Kilmore,5,11,26,6,21,5,8,41,5.5,51,15,3,,,11,
20/11/12,Swan Hill,4,7,5,21,4.5,10,26,1.9,,,,,,,4,
20/11/12,Swan Hill,5,6,34,17,7,15,12,2.7,10,5,21,26,,,9,
13/11/12,Ararat,5,7,12,3,10,5,3.5,26,21,15,,,,,5,
13/11/12,Ararat,6,3.5,26,12,31,34,6,8,10,25,2.8,21,,,11,
13/11/12,Ararat,7,15,12,21,4,34,5,10,3,41,6,,,,2,
22/11/12,Ballarat,6,21,26,1.8,34,41,4.2,67,41,9,4.2,100,,,3,
23/11/12,Cranbourne,5,26,12,25,7,5,4.5,10,17,8,6,21,9,,6,
23/11/12,Gloucester Pk,5,2.8,21,21,9,13,21,6,17,6,26,21,7,,1,
24/11/12,Globe Derby,4,3.8,10,8.5,21,3.8,6.5,12,10,5.5,17,,,,9,
24/11/12,Globe Derby,5,4,17,3.5,5,9,3,26,26,34,,,,,6,
24/11/12,Globe Derby,6,15,17,13,10,12,17,3.5,2.3,7,,,,,8,
26/11/12,Horsham,4,51,25,4,6,5,4.5,21,34,8.5,6,12,26,,3,
26/11/12,Horsham,6,14,2.5,26,2.8,21,7.5,16,16,51,7,101,,,2,
27/11/12,Geelong,4,31,15,34,26,21,2.8,5,8.5,2.5,,,,,8,
29/11/12,Mildura,6,25,21,13,5,8,6.5,13,2.2,13,26,21,,,4,
30/11/12,Newcastle,5,4,9,17,17,13,17,4,5,8,13,,,,7,
30/11/12,Newcastle,7,2.3,5.5,17,21,15,34,21,51,4.8,4.3,,,,1,
1/12/12,Globe Derby,6,3.5,21,11,7,51,16,4,11,26,21,3.5,,,4,
1/12/12,Globe Derby,7,1.4,8.5,34,21,6.5,8.5,,,,,,,,1,
2/12/12,Stawell,4,2.5,10,34,21,51,6,2.7,15,12,41,,,,6,
3/12/12,Warragul,5,9,25,2.8,6.5,2.8,12,26,12,16,16,26,,,5,
3/12/12,Warragul,7,7.5,8.5,16,3.7,6.5,4.5,8.5,4,,,,,,2,
4/12/12,Shepparton,5,15,7.5,2.8,4,10,999,41,6,12,34,21,26,,3,
4/12/12,Shepparton,7,3.5,7,25,60,12,10,41,15,4,8.5,34,31,,6,
5/12/12,Bendigo,5,5,7,3.2,12,26,4,10,15,999,17,999,21,,4,
12/12/12,Bendigo,4,3.5,8.5,6.5,999,34,26,51,12,21,5,15,4,,2,
11/12/12,Ararat,4,1.4,21,31,26,10,51,41,6,8,999,34,,,1,
11/12/12,Ararat,5,6,7,25,5,31,34,2.5,12,21,999,8,,,7,
13/12/12,Kilmore,7,3.2,17,41,8,10,101,2,7,51,34,101,999,,4,
25/11/12,Bendigo,4,6,34,26,8,12,1.7,999,999,10,51,41,21,,6,
25/11/12,Bendigo,7,15,26,7.5,3,12,999,4.5,11,41,6,10,21,,7,
26/10/12,Gloucester Pk,7,26,26,5,7,17,9,1.5,34,34,,,,,7,
19/10/12,Newcastle,4,6.5,7.5,16,3.8,6.5,7.5,21,26,6.5,8.5,8.5,,,2,
19/10/12,Newcastle,5,17,2.5,13,9,26,15,11,26,5,6,11,,,4,
19/10/12,Newcastle,7,26,7,21,15,6,2.4,13,7,11,999,7,,,6,
